"system","code","category","level","file_no","description_th","fix_guidance_th","effective_from","effective_to","source_doc","source_ref","source_date","verified"
"ECLAIM","C189","ข้อมูลนำเข้า/ราคายา-อุปกรณ์","ERROR","","ข้อมูลนำเข้าในเมนูบริการอื่นๆที่ยังไม่จัดหมวด ไม่มีในรายการที่กำหนด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C190","ข้อมูลนำเข้า/ราคายา-อุปกรณ์","ERROR","","ข้อมูลนำเข้าในเมนูการตรวจวินิจฉัย หมวด 7,8,9 ไม่มีในรายการที่กำหนด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C191","ข้อมูลนำเข้า/ราคายา-อุปกรณ์","ERROR","","ข้อมูลนำเข้าในเมนูหัตถการและค่าบริการ หมวด 11,12 หน้าค่ารักษาพยาบาล ไม่มีในรายการที่กำหนด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C192","ข้อมูลนำเข้า/ราคายา-อุปกรณ์","ERROR","","ข้อมูลนำเข้ารหัสยาไม่มีในฐานของ e-Claim","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C193","ข้อมูลนำเข้า/ราคายา-อุปกรณ์","ERROR","","บันทึกเบิกค่าห้องไม่ถูกต้องตามราคาที่ประกาศ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C194","ข้อมูลนำเข้า/ราคายา-อุปกรณ์","ERROR","","เบิกข้อเข่าเทียมแต่ไม่ระบุรหัสโครงการพิเศษ หรือ กรณีบันทึกโครงการพิเศษ GPOM17 ไม่บันทึกรหัสข้อเข่า","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C195","ข้อมูลนำเข้า/ราคายา-อุปกรณ์","ERROR","","บันทึกเบิกค่ายาไม่เท่ากับราคาใน Drug catalog","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C196","ข้อมูลนำเข้า/ราคายา-อุปกรณ์","ERROR","","บันทึกเบิกกรณีการให้ยาเคมีบำบัดไม่ถูกต้อง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C197","ข้อมูลนำเข้า/ราคายา-อุปกรณ์","ERROR","","บันทึกเบิกยาละลายลิ่มเลือดกรณี STROKE หรือ STEMI มากกว่า 1 รายการ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C198","ข้อมูลนำเข้า/ราคายา-อุปกรณ์","ERROR","","ไฟล์ .ecd เป็นไฟล์ที่ส่งออกจากโปรแกรม E-Claim ก่อนเวอร์ชั่น 2.0","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C199","ข้อมูลนำเข้า/ราคายา-อุปกรณ์","ERROR","","บันทึกเบิกกรณี STROKE หรือ STEMI ไม่ถูกต้อง ยกเลิกการบันทึกเบิกใน>>บริการอื่นๆที่ยังไม่จัดหมวด ให้บันทึกเบิกเป็นรายการยา","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C200","สร้างเสริมป้องกัน/ทันตกรรม","ERROR","","บันทึกเบิกกรณี One Day Surgery จำนวนวันนอนน้อยกว่า 2 ชั่วโมง หรือมากกว่า 24 ชั่วโมง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","0"
"ECLAIM","C201","สร้างเสริมป้องกัน/ทันตกรรม","ERROR","","บันทึกเบิกกรณีในการขัดและทำความสะอาดฟันไม่พบหัตถการที่กำหนด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","0"
"ECLAIM","C202","สร้างเสริมป้องกัน/ทันตกรรม","ERROR","","บันทึกข้อมูลเบิกกรณีฝากครรภ์หรือกรณีคัดกรองมะเร็งปากมดลูก ไม่ครบถ้วนตามเงื่อนไขที่กำหนด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","0"
"ECLAIM","C203","สร้างเสริมป้องกัน/ทันตกรรม","ERROR","","กรณีตรวจคัดกรองมะเร็งปากมดลูกอายุน้อยกว่า 15 ปี หรือมากกว่า 60 ปี","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","0"
"ECLAIM","C204","สร้างเสริมป้องกัน/ทันตกรรม","ERROR","","รหัสโรค/รหัสหัตถการไม่ถูกต้อง กรณีตรวจคัดกรอง/ยืนยันมะเร็งปากมดลูก","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","0"
"ECLAIM","C205","สร้างเสริมป้องกัน/ทันตกรรม","ERROR","","เบิกกรณีตรวจคัดกรอง/ยืนยันมะเร็งปากมดลูกมากกว่าจำนวนครั้งที่กำหนด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","0"
"ECLAIM","C206","สร้างเสริมป้องกัน/ทันตกรรม","ERROR","","กรณีตรวจคัดกรองมะเร็งปากมดลูก (Pap smear) ไม่บันทึกผลการตรวจเซลล์วิทยา","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","0"
"ECLAIM","C207","สร้างเสริมป้องกัน/ทันตกรรม","ERROR","","บันทึกข้อมูลตรวจคัดกรองมะเร็งไม่ครบถ้วนตามเงื่อนไขที่กำหนด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","0"
"ECLAIM","C208","สร้างเสริมป้องกัน/ทันตกรรม","ERROR","","บันทึกเบิกกรณีการตรวจทางพยาธิวิทยา Liquid based cytology แต่ไม่พบการตรวจคัดกรองมะเร็งปากมดลูกด้วยวิธี HPV DNA Test","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","0"
"ECLAIM","C209","สร้างเสริมป้องกัน/ทันตกรรม","ERROR","","อายุไม่สอดคล้องกับเงื่อนไขที่กำหนดกรณีการเบิกทันตกรรมป้องกันในเด็กวัยเรียน","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","0"
"ECLAIM","C210","สร้างเสริมป้องกัน/ทันตกรรม","ERROR","","หน่วยบริการบันทึกเบิกผ่านโปรแกรมตามที่กำหนดไม่ถูก กรณีบริการทันตกรรมป้องกันในเด็กวัยเรียน อายุ 4 – 12 ปี","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","0"
"ECLAIM","C211","สร้างเสริมป้องกัน/ทันตกรรม","ERROR","","อายุไม่ตรงตามเงื่อนไขที่กำหนด กรณีการเบิกบริการเคลือบหลุมร่องฟัน (ฟันถาวร)","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","0"
"ECLAIM","C212","สร้างเสริมป้องกัน/ทันตกรรม","ERROR","","อายุไม่ตรงตามเงื่อนไขที่กำหนด กรณีเบิกบริการเคลือบฟลูออไรด์เฉพาะที่ สำหรับเด็ก","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","0"
"ECLAIM","C213","สร้างเสริมป้องกัน/ทันตกรรม","ERROR","","บันทึกเบิกกรณีเคลือบหลุมร่องฟัน(ฟันถาวร)ไม่ได้ระบุรหัสซี่ฟันตามที่กำหนด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","0"
"ECLAIM","C214","สร้างเสริมป้องกัน/ทันตกรรม","ERROR","","การตรวจยืนยันภาวะพร่องไทรอยด์ฮอร์โมน (TSH) ผิดปกติ อายุ 0-1 ปี เบิกมากกว่า 6 ครั้ง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","0"
"ECLAIM","C215","สร้างเสริมป้องกัน/ทันตกรรม","ERROR","","การตรวจยืนยันภาวะพร่องไทรอยด์ฮอร์โมน (TSH) ผิดปกติ อายุ 2 ปี เบิกมากกว่า 2 ครั้ง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","0"
"ECLAIM","C216","สร้างเสริมป้องกัน/ทันตกรรม","ERROR","","การตรวจยืนยันภาวะพร่องไทรอยด์ฮอร์โมน (TSH) ผิดปกติ อายุ 3 ปี เบิกมากกว่า 2 ครั้ง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","0"
"ECLAIM","C217","สร้างเสริมป้องกัน/ทันตกรรม","ERROR","","การตรวจยืนยันภาวะพร่องไทรอยด์ฮอร์โมน (TSH) ผิดปกติ อายุ 4 ปี เบิกมากกว่า 2 ครั้ง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","0"
"ECLAIM","C300","การเงิน/Approve Code","ERROR","","รายการที่ขอเบิกไม่อยู่ในเงื่อนไขการจ่ายชดเชย ยอดจ่ายชดเชย = 0 บาท","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C301","การเงิน/Approve Code","ERROR","","ไม่มีค่าใช้จ่ายในการรักษา หรือ ค่ารักษาพยาบาลเป็นลบ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C302","การเงิน/Approve Code","ERROR","","ไม่มีรายละเอียดค่าใช้จ่ายราย Item ในหน้าค่ารักษาพยาบาล","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C303","การเงิน/Approve Code","ERROR","","บันทึกรายการยา ไม่มีจำนวนที่ใช้ หรือขอเบิก","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C304","การเงิน/Approve Code","ERROR","","บันทึกค่าใช้จ่ายแบบสรุป ไม่มีรายละเอียดค่าใช้จ่ายราย Item ในหน้าค่ารักษาพยาบาล","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C305","การเงิน/Approve Code","ERROR","","Approve Code ที่บันทึกเบิกในโปรแกรม e-Claim ไม่ตรงกันฐานข้อมูลของหน่วยบริการ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C306","การเงิน/Approve Code","ERROR","","ค่าใช้จ่ายที่บันทึกเบิก ใน e-Claim ไม่ตรงกับค่าใช้จ่ายในฐานข้อมูลของหน่วยบริการ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C307","การเงิน/Approve Code","ERROR","","ไม่บันทึกเลข Approve Code หรือ เลข Approve Code ที่บันทึกในโปรแกรม e-Claim ไม่พบในฐานข้อมูลของหน่วยบริการ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C308","การเงิน/Approve Code","ERROR","","วันที่ออก Approve Code หลังวันรับบริการ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C309","การเงิน/Approve Code","ERROR","","ไม่มีรหัสเบิกหมวด 6 หมวด 7 หน้าค่ารักษาพยาบาล","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C310","COVID-19","ERROR","","บันทึกเบิกรหัสรับส่งต่อผู้ป่วย COVID (COVV01) แต่ไม่มีรหัสค่ารถรับส่งต่อ (S1801,S1802)","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C311","COVID-19","ERROR","","มีการบันทึกเบิกค่าพาหนะ และค่าชุด PPE รวมค่าทำความสะอาดฆ่าเชื้อพาหนะ แต่ไม่ระบุสถานที่รับ-ส่งต่อ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C312","COVID-19","ERROR","","บันทึกเบิกค่าห้อง มากกว่าจำนวนวันนอน","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C313","COVID-19","ERROR","","บันทึกรหัสโครงการพิเศษ SCRCOV แต่ไม่มีการเก็บตัวอย่างส่งตรวจ หรือการตรวจ Lab","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C314","COVID-19","ERROR","","ไม่มีรหัสโรค หรือรหัสโครงการพิเศษ กรณีการตรวจคัดกรอง COVID19","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C315","COVID-19","ERROR","","รหัสโรค หรือรหัสโครงการพิเศษไม่สอดคล้องกับการเบิกรหัสรายการที่เกี่ยวข้องกับ COVID19","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C316","COVID-19","ERROR","","เป็นหน่วยบริการที่ไม่สามารถเบิกรายการที่เกี่ยวข้องกับ COVID19 ได้","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C317","COVID-19","ERROR","","เบิกค่าตรวจ lab covid แต่ไม่บันทึกผลการตรวจ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C318","COVID-19","ERROR","","เบิกค่าตรวจ lab covid ไม่ระบุหน่วยบริการที่ส่งตรวจ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C319","COVID-19","ERROR","","เบิกกรณี Screening covid19 เลือกสิทธิประโยชน์ไม่ถูกต้อง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C320","COVID-19","ERROR","","บันทึกเบิกค่าชุด PPE แต่ไม่มีการตรวจ lab","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C321","COVID-19","ERROR","","การเบิกกรณี Screening covid ของสิทธิประกันสังคมบันทึกรหัสหน่วยบริการที่รักษาไม่ถูกต้อง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C322","COVID-19","ERROR","","ไม่ใช่ผู้มีสัญชาติไทย ไม่สามารถเบิกกรณีคัดกรอง covid19 จากสำนักงานหลักประกันสุขภาพแห่งชาติได้ (Project =SCRCOV)","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C323","COVID-19","ERROR","","บันทึกเบิกกรณีการรักษา covid19 แต่ไม่ใช่หน่วยบริการในระบบ UC หรือ สถานพยาบาลในระบบเบิกจ่ายตรงของกรมบัญชีกลาง หรือ อปท.","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C324","COVID-19","ERROR","","บันทึกรหัสเบิกกรณีการคัดกรอง covid19 ไม่ถูกต้องตามเงื่อนไขที่กำหนด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C325","COVID-19","ERROR","","บันทึก Project code SCRCOV แต่ไม่มีรายการ Lab Screening","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C326","COVID-19","ERROR","","รายการ Lab Screening ที่บันทึกเบิกไม่อยู่ในสิทธิประโยชน์ของประกันสังคม","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C327","COVID-19","ERROR","","ข้อมูลให้บริการเชิงรุก เลือกเงือนไขการเรียกเก็บไม่ถูกต้อง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C328","COVID-19","ERROR","","เบิกรายการ Lab คัดกรอง covid มากกว่า 1 รหัส","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C329","COVID-19","ERROR","","บันทึกเบิกชุด PPE ร่วมกับค่าบริการเกี่ยวกับกระบวนการ หรืออุปกรณ์อื่นเพื่อป้องกันการแพร่กระจายเชื้อ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C330","COVID-19","ERROR","","บันทึกรหัสเบิกไม่ถูกต้อง กรณีการตรวจ Covid19 เชิงรุก","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C331","จักษุ/ตรวจวินิจฉัยราคาแพง","ERROR","","บันทึกเบิกเลนส์แก้วตาเทียมแต่ไม่ได้บันทึก Serail Number","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C332","จักษุ/ตรวจวินิจฉัยราคาแพง","ERROR","","บันทึกหัตถการไม่สอดคล้องกับการเบิกเลนส์แก้วตาเทียม","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C333","จักษุ/ตรวจวินิจฉัยราคาแพง","ERROR","","รหัสโรคไม่ถูกต้องกรณีเบิกชดเชยการผ่าตัดต้อกระจก","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C334","จักษุ/ตรวจวินิจฉัยราคาแพง","ERROR","","ไม่ใช่ DRG ในกลุ่ม Cataract ที่กำหนด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C335","จักษุ/ตรวจวินิจฉัยราคาแพง","ERROR","","รหัสหัตถการไม่ถูกต้องกรณีเบิกชดเชยการผ่าตัดต้อกระจก","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C336","จักษุ/ตรวจวินิจฉัยราคาแพง","ERROR","","บันทึกเบิกกรณีผ่าตัดตาต้อกระจกแต่อายุน้อยกว่า 40 ปี","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C337","จักษุ/ตรวจวินิจฉัยราคาแพง","ERROR","","ให้รหัสโรคหลัก (Pdx.) ไม่ถูกต้อง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C338","จักษุ/ตรวจวินิจฉัยราคาแพง","ERROR","","ไม่ใช่หน่วยบริการกรณี Conea Transplant","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C339","จักษุ/ตรวจวินิจฉัยราคาแพง","ERROR","","ให้รหัสโรคที่ระบุระดับสายตา (กลุ่ม H54-) ไม่ถูกต้อง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C340","จักษุ/ตรวจวินิจฉัยราคาแพง","ERROR","","บันทึกเบิกกรณีผ่าตัดต้อกระจก แต่ให้รหัสโรคที่ยังไม่ระบุระดับสายตา","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C341","จักษุ/ตรวจวินิจฉัยราคาแพง","ERROR","","รหัสหัตถการไม่สอดคล้องกับการเบิกกรณีผ่าตัดเปลี่ยนกระจกตา","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C342","จักษุ/ตรวจวินิจฉัยราคาแพง","ERROR","","รหัสหัตถการไม่สอดคล้องกับการเบิกกรณีผ่าตัดเปลี่ยนกระจกตา","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C343","จักษุ/ตรวจวินิจฉัยราคาแพง","ERROR","","มีภาวะแทรกซ้อนจากการผ่าตัดต้อกระจก ไม่ระบุการทำหัตถการ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C344","จักษุ/ตรวจวินิจฉัยราคาแพง","ERROR","","เบิกค่าบริการกรณีตรวจ Lab covid ที่ไม่อยู่ในสิทธิประโยชน์สิทธิข้าราชการ/อปท","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C345","จักษุ/ตรวจวินิจฉัยราคาแพง","ERROR","","เบิกกรณีการตรวจวินิจฉัยด้วยเพท-ซีที สแกน (PET/CT Scan) ไม่ตรงตามข้อบ่งชี้ที่กำหนด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
